7	J	5013
10	J	5013
7	R	5013
7	W	5013
9	R	5013
9	J	5063
22	R	5063
8	J	5113
22	J	5113
8	R	5113
8	W	5113
21	R	5113
7	J	5163
21	J	5163
7	R	5163
7	W	5163
20	R	5163
20	J	5213
19	R	5213
8	J	5263
19	J	5263
8	R	5263
8	W	5263
18	R	5263
7	J	5313
18	J	5313
7	R	5313
7	E	5313
6	J	5313
6	R	5313
6	E	5314
4	J	5314
4	R	5314
23	N	5314
23	J	5315
4	W	5315
17	R	5315
8	J	5365
17	J	5365
8	R	5365
8	W	5365
16	R	5365
16	J	5415
15	R	5415
15	J	5465
14	R	5465
8	J	5515
14	J	5515
8	R	5515
8	W	5515
13	R	5515
13	J	5565
12	R	5565
12	J	5615
11	R	5615
8	J	5665
11	J	5665
8	R	5665
8	W	5665
10	R	5665
10	J	5715
9	R	5715
9	W	5715
23	R	5715
4	J	5717
23	E	5717
4	R	5717
4	W	5718
22	R	5718
8	J	5768
22	J	5768
8	R	5768
8	W	5768
21	R	5768
9	J	5818
21	J	5818
9	R	5818
9	W	5818
20	R	5818
20	J	5868
19	R	5868
8	J	5918
19	J	5918
8	R	5918
8	W	5918
18	R	5918
9	J	5968
18	J	5968
9	R	5968
9	W	5968
17	R	5968
17	J	6018
16	R	6018
8	J	6068
16	J	6068
8	R	6068
8	W	6068
15	R	6068
9	J	6118
15	J	6118
9	R	6118
9	W	6118
14	R	6118
14	J	6168
13	R	6168
8	J	6218
13	J	6218
8	R	6218
8	W	6218
12	R	6218
9	J	6268
12	J	6268
9	R	6268
9	W	6268
11	R	6268
11	J	6318
10	R	6318
8	J	6368
10	J	6368
8	R	6368
8	W	6368
22	R	6368
4	J	6376
9	J	6418
22	J	6418
4	R	6418
4	W	6418
9	R	6418
9	W	6418
21	R	6418
4	J	6435
21	J	6468
4	R	6468
4	W	6468
20	R	6468
4	J	6473
8	J	6518
20	J	6518
4	R	6518
4	W	6518
8	R	6518
8	E	6518
1	J	6518
1	R	6518
1	W	6518
19	R	6518
9	J	6568
19	J	6568
9	R	6568
9	W	6568
18	R	6568
18	J	6618
17	R	6618
4	J	6630
17	J	6668
4	R	6668
4	W	6668
16	R	6668
4	J	6688
9	J	6718
16	J	6718
4	R	6718
4	W	6718
9	R	6718
9	W	6718
15	R	6718
4	J	6741
15	J	6768
4	R	6768
4	W	6768
14	R	6768
4	J	6791
14	J	6818
4	R	6818
24	N	6819
24	J	6819
4	W	6820
9	J	6820
9	R	6820
9	W	6820
13	R	6820
13	J	6870
12	R	6870
12	J	6920
11	R	6920
9	J	6970
11	J	6970
9	R	6970
9	W	6970
10	R	6970
10	W	6970
24	R	6970
